,productSaleAddons,productSaleCoreIngredients,id,timestamp,vendStatus,productPriceDefault,price,discountValue,costPrice,vatRate,totalPaid,netAmount,vatAmount,voucherCode,errorMessage,itemTagId,isRefunded,product.id,product.name,product.externalId,device.id,device.name,promotion.id,promotion.name,results.locationName,results.id,results.location.venue.id,promotion
3,[],[],5022083,2023-07-02T15:48:29.814994,Success,1.50,1.50,0.00,0.48,0.20,1.50,1.25,0.25,,,,False,13396,Cano Water - Still,0731275727476,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3892471,1245,
4,[],[],5022084,2023-07-02T15:48:29.814994,Success,1.25,1.25,0.00,0.65,0.20,1.25,1.04,0.21,,,,False,13385,Shore Seaweed Chips - Smoky Barbeque,5060567680270,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3892471,1245,
5,[],[],5021895,2023-07-02T15:25:02.295256,Success,1.25,1.25,0.00,0.65,0.20,1.25,1.04,0.21,,,,False,13385,Shore Seaweed Chips - Smoky Barbeque,5060567680270,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3892315,1245,
6,[],[],5021879,2023-07-02T15:24:05.225063,Success,2.90,2.90,0.00,1.57,0.20,2.90,2.42,0.48,,,,False,13391,Brite Focus Drink - Pineapple Mango,5060538080009,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3892307,1245,
7,[],[],5021880,2023-07-02T15:24:05.225063,Success,1.50,1.50,0.00,0.42,0.20,1.50,1.25,0.25,,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3892307,1245,
8,[],[],5021881,2023-07-02T15:24:05.225063,Success,2.25,2.25,0.00,1.13,0.20,2.25,1.88,0.38,,,,False,13406,Soul Fruit Crispy Dried Keo Mango,0655498519352,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3892307,1245,
9,[],[],5021882,2023-07-02T15:24:05.225063,Success,2.75,2.75,0.00,1.02,0.00,2.75,2.75,0.00,,,,False,13401,Tribe Active Oats Pot - Raspberry Nut Crunch,5060468521948,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3892307,1245,
10,[],[],5021883,2023-07-02T15:24:05.225063,Success,2.90,2.90,0.00,1.88,0.00,2.90,2.90,0.00,,,,False,13362,Itsu Chilli Miso Noodle Cup,5060262485309,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3892307,1245,
11,[],[],5021036,2023-07-02T13:48:02.433858,Success,1.50,1.50,0.00,0.48,0.20,1.50,1.25,0.25,,,,False,13396,Cano Water - Still,0731275727476,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3891580,1245,
12,[],[],5020839,2023-07-02T13:26:04.726379,Success,2.90,2.90,0.00,1.88,0.20,2.90,2.42,0.48,,,,False,13393,Medahuman Glow Drink,5060702560085,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3891412,1245,
13,[],[],5020834,2023-07-02T13:25:22.262161,Payment Declined,2.90,2.90,0.00,1.88,0.20,2.90,2.42,0.48,,,,False,13393,Medahuman Glow Drink,5060702560085,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3891407,1245,
0,[],[],5036579,2023-07-03T19:25:47.062798,Success,1.25,1.25,0.00,0.54,0.20,1.25,1.04,0.21,,,,False,13381,Eat Real Veggie Straws With Kale,5026489494135,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3904160,1245,
1,[],[],5036580,2023-07-03T19:25:47.062798,Success,2.25,2.25,0.00,1.13,0.20,2.25,1.88,0.38,,,,False,13406,Soul Fruit Crispy Dried Keo Mango,0655498519352,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3904160,1245,
2,[],[],5035586,2023-07-03T17:14:33.557446,Success,1.50,1.50,0.00,0.55,0.20,1.50,1.25,0.25,,,,False,13387,Oloves Pouch - Basil & Garlic,0854918002119,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3903365,1245,
3,[],[],5035467,2023-07-03T17:02:59.708587,Success,2.75,2.75,0.00,1.20,0.20,2.75,2.29,0.46,,,,False,13389,Charitea - Black,42282303,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3903273,1245,
4,[],[],5035469,2023-07-03T17:02:59.708587,Success,1.90,1.90,0.00,0.92,0.20,1.90,1.58,0.32,,,,False,13392,Something & Nothing Seltzer - Cucumber,5060557310002,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3903273,1245,
5,[],[],5035470,2023-07-03T17:02:59.708587,Success,1.90,1.90,0.00,0.92,0.20,1.90,1.58,0.32,,,,False,13392,Something & Nothing Seltzer - Cucumber,5060557310002,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3903273,1245,
6,[],[],5035471,2023-07-03T17:02:59.708587,Success,1.90,1.90,0.00,0.92,0.20,1.90,1.58,0.32,,,,False,13392,Something & Nothing Seltzer - Cucumber,5060557310002,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3903273,1245,
7,[],[],5035381,2023-07-03T16:52:31.403487,Success,1.90,1.90,0.00,0.92,0.20,1.90,1.58,0.32,,,,False,13392,Something & Nothing Seltzer - Cucumber,5060557310002,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3903202,1245,
8,[],[],5035298,2023-07-03T16:43:07.742339,Success,1.80,1.80,0.00,0.65,0.20,1.80,1.50,0.30,,,,False,13405,Kallo Dark Choc Rice Cakes,5013665115755,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3903134,1245,
9,[],[],5034737,2023-07-03T15:55:40.599010,Success,4.50,4.50,0.00,2.49,0.00,4.50,4.50,0.00,,,,False,13370,Chicken & Bacon Caesar Wrap,5060531851415,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3902701,1245,
10,[],[],5034355,2023-07-03T15:20:34.438632,Success,3.25,3.25,0.00,1.40,0.20,3.25,2.71,0.54,,,,False,13382,Barebells Cookies & Cream Protein Bar,7340001800470,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3902410,1245,
11,[],[],5034297,2023-07-03T15:15:12.041667,Success,3.50,3.50,0.00,2.07,0.00,3.50,3.50,0.00,,,,False,13371,Tuna Mayo & Cucumber Sandwich,5060531850920,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3902365,1245,
12,[],[],5034289,2023-07-03T15:14:18.240903,Success,1.50,1.50,0.00,0.42,0.20,1.50,1.25,0.25,,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3902358,1245,
13,[],[],5033431,2023-07-03T14:03:20.837279,Success,1.50,1.50,0.00,0.57,0.20,1.50,1.25,0.25,,,,False,13380,Propercorn - Sweet & Salty,5060283760034,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3901672,1245,
14,[],[],5033432,2023-07-03T14:03:20.837279,Success,1.50,1.50,0.00,0.42,0.20,1.50,1.25,0.25,,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3901672,1245,
15,[],[],5032110,2023-07-03T12:30:10.221388,Success,4.50,4.50,0.00,2.16,0.00,4.50,4.50,0.00,,,,False,13372,Falafel & Hummus Wrap,5060531850128,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3900535,1245,
16,[],[],5031810,2023-07-03T12:08:16.184725,Success,2.90,2.90,0.00,1.57,0.20,2.90,2.42,0.48,,,,False,13391,Brite Focus Drink - Pineapple Mango,5060538080009,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3900272,1245,
17,[],[],5030591,2023-07-03T11:01:14.027387,Success,1.50,1.50,0.00,0.48,0.20,1.50,1.25,0.25,,,,False,13396,Cano Water - Still,0731275727476,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3899238,1245,
18,[],[],5030171,2023-07-03T10:43:11.454279,Success,3.25,3.25,0.00,1.70,0.00,3.25,3.25,0.00,,,,False,13399,Berry Granola Yoghurt Pot,5060531851279,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3898869,1245,
19,[],[],5030172,2023-07-03T10:43:11.454279,Success,1.90,1.90,0.00,0.92,0.20,1.90,1.58,0.32,,,,False,13394,Something & Nothing Seltzer - Hibiscus And Rose,5060557310026,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3898869,1245,
20,[],[],5029776,2023-07-03T10:26:50.193795,Success,3.25,3.25,0.00,1.70,0.00,3.25,3.25,0.00,,,,False,13399,Berry Granola Yoghurt Pot,5060531851279,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3898549,1245,
21,[],[],5029285,2023-07-03T10:09:38.320247,Success,1.50,1.50,0.00,0.42,0.20,1.50,1.25,0.25,,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3898146,1245,
22,[],[],5027007,2023-07-03T07:48:43.314248,Success,1.80,1.80,0.00,0.65,0.20,1.80,1.50,0.30,,,,False,13405,Kallo Dark Choc Rice Cakes,5013665115755,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3896333,1245,
23,[],[],5027008,2023-07-03T07:48:43.314248,Success,6.20,6.20,0.00,3.00,0.00,6.20,6.20,0.00,,,,False,13375,Nigella Chickpea Ricebox,5060531854652,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3896333,1245,
24,[],[],5026637,2023-07-03T07:12:24.017923,Success,4.50,4.50,0.90,2.49,0.00,3.60,3.60,0.00,KEEPEMFUELLED20,,,False,13370,Chicken & Bacon Caesar Wrap,5060531851415,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3896003,1245,
25,[],[],5026604,2023-07-03T07:09:24.997142,Success,2.95,2.95,0.59,1.95,0.20,2.36,1.97,0.39,KEEPEMFUELLED20,,,False,14271,Cold Press Juice - Turmeric Zing,5060531850210,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3895970,1245,
26,[],[],5026277,2023-07-03T06:34:06.940211,Success,4.50,4.50,0.00,2.16,0.00,4.50,4.50,0.00,,,,False,13372,Falafel & Hummus Wrap,5060531850128,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3895672,1245,
0,[],[],5048437,2023-07-04T16:38:33.213195,Success,3.25,3.25,0.00,1.40,0.20,3.25,2.71,0.54,,,,False,13382,Barebells Cookies & Cream Protein Bar,7340001800470,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3913598,1245,
1,[],[],5048438,2023-07-04T16:38:33.213195,Success,2.25,2.25,0.00,0.94,0.20,2.25,1.88,0.38,,,,False,13383,The Gut Stuff Cocoa & Hazelnut Bar,5060771270014,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3913598,1245,
2,[],[],5047563,2023-07-04T15:14:03.025491,Success,3.50,3.50,0.00,2.07,0.00,3.50,3.50,0.00,,,,False,13371,Tuna Mayo & Cucumber Sandwich,5060531850920,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3912907,1245,
3,[],[],5046526,2023-07-04T14:03:01.323031,Success,4.99,4.99,0.00,3.00,0.00,4.99,4.99,0.00,,,,False,14272,Antipasti Pesto Pasta Salad,5060531854669,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3912177,1245,
4,[],[],5046527,2023-07-04T14:03:01.323031,Success,3.25,3.25,0.00,1.95,0.00,3.25,3.25,0.00,,,,False,13358,Chipotle Corn & Avocado Healthpot,5060531851644,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3912177,1245,
5,[],[],5046050,2023-07-04T13:24:30.535933,Success,4.50,4.50,0.00,2.49,0.00,4.50,4.50,0.00,,,,False,13370,Chicken & Bacon Caesar Wrap,5060531851415,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3911777,1245,
6,[],[],5045688,2023-07-04T12:58:59.473895,Success,6.20,6.20,0.00,3.00,0.00,6.20,6.20,0.00,,,,False,13375,Nigella Chickpea Ricebox,5060531854652,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3911469,1245,
7,[],[],5045689,2023-07-04T12:58:59.473895,Success,1.90,1.90,0.00,0.92,0.20,1.90,1.58,0.32,,,,False,13394,Something & Nothing Seltzer - Hibiscus And Rose,5060557310026,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3911469,1245,
8,[],[],5045310,2023-07-04T12:34:32.297557,Success,6.20,6.20,0.00,3.00,0.00,6.20,6.20,0.00,,,,False,13374,Tuna Niçoise Protein Salad Box,5060531850104,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3911144,1245,
9,[],[],5044886,2023-07-04T12:02:33.922797,Success,3.25,3.25,0.65,1.75,0.00,2.60,2.60,0.00,KEEPEMFUELLED20,,,False,13397,Cacao & Banana Overnight Oats,5060531850500,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3910789,1245,
10,[],[],5044655,2023-07-04T11:49:49.351790,Success,2.90,2.90,0.00,1.88,0.00,2.90,2.90,0.00,,,,False,13362,Itsu Chilli Miso Noodle Cup,5060262485309,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3910612,1245,
11,[],[],5044656,2023-07-04T11:49:49.351790,Success,1.80,1.80,0.00,0.65,0.20,1.80,1.50,0.30,,,,False,13430,Kallo Yogurt Rice Cakes,5013665115779,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3910612,1245,
12,[],[],5044657,2023-07-04T11:49:49.351790,Success,1.50,1.50,0.00,0.42,0.20,1.50,1.25,0.25,,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3910612,1245,
13,[],[],5044586,2023-07-04T11:46:23.163246,Success,1.50,1.50,0.00,0.42,0.20,1.50,1.25,0.25,,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3910566,1245,
14,[],[],5044587,2023-07-04T11:46:23.163246,Success,4.50,4.50,0.00,2.49,0.00,4.50,4.50,0.00,,,,False,13370,Chicken & Bacon Caesar Wrap,5060531851415,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3910566,1245,
15,[],[],5044588,2023-07-04T11:46:23.163246,Success,6.20,6.20,0.00,3.00,0.00,6.20,6.20,0.00,,,,False,13375,Nigella Chickpea Ricebox,5060531854652,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3910566,1245,
16,[],[],5043443,2023-07-04T10:47:50.842499,Success,2.95,2.95,0.00,1.95,0.20,2.95,2.46,0.49,,,,False,14271,Cold Press Juice - Turmeric Zing,5060531850210,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3909638,1245,
17,[],[],5042630,2023-07-04T10:18:53.951751,Success,4.50,4.50,0.00,2.16,0.00,4.50,4.50,0.00,,,,False,13372,Falafel & Hummus Wrap,5060531850128,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3909036,1245,
18,[],[],5041966,2023-07-04T09:56:47.158771,Success,3.25,3.25,0.00,1.75,0.00,3.25,3.25,0.00,,,,False,13397,Cacao & Banana Overnight Oats,5060531850500,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3908544,1245,
19,[],[],5041145,2023-07-04T09:05:45.018411,Success,3.25,3.25,0.00,1.70,0.00,3.25,3.25,0.00,,,,False,13399,Berry Granola Yoghurt Pot,5060531851279,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3907894,1245,
20,[],[],5040417,2023-07-04T08:08:50.405456,Success,3.25,3.25,0.00,1.70,0.00,3.25,3.25,0.00,,,,False,13398,Blueberry Overnight Oats,5060531854447,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3907276,1245,
21,[],[],5040407,2023-07-04T08:07:25.303234,Payment Declined,2.90,2.90,0.00,1.88,0.00,2.90,2.90,0.00,,,,False,13362,Itsu Chilli Miso Noodle Cup,5060262485309,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3907267,1245,
22,[],[],5040399,2023-07-04T08:07:40.545339,Success,2.90,2.90,0.00,1.88,0.00,2.90,2.90,0.00,,,,False,13362,Itsu Chilli Miso Noodle Cup,5060262485309,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3907261,1245,
23,[],[],5040285,2023-07-04T07:57:59.508940,Success,1.80,1.80,0.00,0.65,0.20,1.80,1.50,0.30,,,,False,13430,Kallo Yogurt Rice Cakes,5013665115779,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3907159,1245,
24,[],[],5040286,2023-07-04T07:57:59.508940,Success,4.50,4.50,0.00,2.16,0.00,4.50,4.50,0.00,,,,False,13372,Falafel & Hummus Wrap,5060531850128,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3907159,1245,
25,[],[],5040287,2023-07-04T07:57:59.508940,Success,3.25,3.25,0.00,1.70,0.00,3.25,3.25,0.00,,,,False,13398,Blueberry Overnight Oats,5060531854447,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3907159,1245,
26,[],[],5040288,2023-07-04T07:57:59.508940,Success,4.99,4.99,0.00,3.00,0.00,4.99,4.99,0.00,,,,False,14272,Antipasti Pesto Pasta Salad,5060531854669,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3907159,1245,
27,[],[],5040289,2023-07-04T07:57:59.508940,Success,1.25,1.25,0.00,0.54,0.20,1.25,1.04,0.21,,,,False,13381,Eat Real Veggie Straws With Kale,5026489494135,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3907159,1245,
28,[],[],5039960,2023-07-04T07:33:16.819867,Success,4.50,4.50,0.00,2.16,0.00,4.50,4.50,0.00,,,,False,13372,Falafel & Hummus Wrap,5060531850128,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3906876,1245,
29,[],[],5039673,2023-07-04T07:13:05.558961,Success,3.25,3.25,0.00,1.70,0.00,3.25,3.25,0.00,,,,False,13399,Berry Granola Yoghurt Pot,5060531851279,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3906637,1245,
30,[],[],5039674,2023-07-04T07:13:05.558961,Success,6.20,6.20,0.00,3.00,0.00,6.20,6.20,0.00,,,,False,13375,Nigella Chickpea Ricebox,5060531854652,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3906637,1245,
0,[],[],5062067,2023-07-05T17:53:38.085769,Success,2.90,2.90,0.00,1.57,0.20,2.90,2.42,0.48,,,,False,13391,Brite Focus Drink - Pineapple Mango,5060538080009,1664,Martee Micromarket 001,1073.0,Banner 50% off,Express Way - Greenwich (Reception),3924806,1245,
1,[],[],5062032,2023-07-05T17:49:29.413619,Success,3.90,3.90,1.95,2.46,0.20,1.95,1.63,0.33,EXPRESS50,,,False,13388,MOMO Organic Kombucha - Ginger-Lemon,0604565053725,1664,Martee Micromarket 001,1073.0,Banner 50% off,Express Way - Greenwich (Reception),3924778,1245,
2,[],[],5062031,2023-07-05T17:49:29.413619,Success,6.20,6.20,3.10,3.00,0.00,3.10,3.10,0.00,EXPRESS50,,,False,13375,Nigella Chickpea Ricebox,5060531854652,1664,Martee Micromarket 001,1073.0,Banner 50% off,Express Way - Greenwich (Reception),3924778,1245,
3,[],[],5061687,2023-07-05T17:08:00.712167,Success,1.50,1.50,0.00,0.48,0.20,1.50,1.25,0.25,,,,False,13396,Cano Water - Still,0731275727476,1664,Martee Micromarket 001,1073.0,Banner 50% off,Express Way - Greenwich (Reception),3924500,1245,
4,[],[],5061140,2023-07-05T16:14:47.027483,Success,2.95,2.95,0.00,1.95,0.20,2.95,2.46,0.49,EXPRESS50,,,False,14271,Cold Press Juice - Turmeric Zing,5060531850210,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3924069,1245,
5,[],[],5061011,2023-07-05T15:59:57.751866,Success,3.90,3.90,0.00,2.46,0.20,3.90,3.25,0.65,,,,False,13388,MOMO Organic Kombucha - Ginger-Lemon,0604565053725,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3923960,1245,
6,[],[],5060900,2023-07-05T15:48:58.587802,Success,3.90,3.90,0.00,2.46,0.20,3.90,3.25,0.65,,,,False,13388,MOMO Organic Kombucha - Ginger-Lemon,0604565053725,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3923868,1245,
7,[],[],5060850,2023-07-05T15:45:32.236663,Success,3.50,3.50,0.00,2.07,0.00,3.50,3.50,0.00,,,,False,13371,Tuna Mayo & Cucumber Sandwich,5060531850920,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3923832,1245,
8,[],[],5060698,2023-07-05T15:30:41.470362,Success,3.25,3.25,0.00,1.95,0.00,3.25,3.25,0.00,,,,False,13358,Chipotle Corn & Avocado Healthpot,5060531851644,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3923708,1245,
9,[],[],5060661,2023-07-05T15:26:58.060228,Success,4.50,4.50,0.00,2.49,0.00,4.50,4.50,0.00,,,,False,13370,Chicken & Bacon Caesar Wrap,5060531851415,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3923679,1245,
10,[],[],5060595,2023-07-05T15:22:08.061082,Success,1.25,1.25,0.00,0.65,0.20,1.25,1.04,0.21,,,,False,13385,Shore Seaweed Chips - Smoky Barbeque,5060567680270,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3923631,1245,
11,[],[],5059917,2023-07-05T14:20:46.828513,Success,3.25,3.25,0.00,1.95,0.00,3.25,3.25,0.00,,,,False,13358,Chipotle Corn & Avocado Healthpot,5060531851644,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3923093,1245,
12,[],[],5059865,2023-07-05T14:17:40.388815,Success,6.20,6.20,0.00,3.00,0.00,6.20,6.20,0.00,,,,False,13375,Nigella Chickpea Ricebox,5060531854652,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3923053,1245,
13,[],[],5059854,2023-07-05T14:17:08.559061,Success,3.25,3.25,0.00,1.70,0.00,3.25,3.25,0.00,,,,False,13398,Blueberry Overnight Oats,5060531854447,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3923046,1245,
14,[],[],5059821,2023-07-05T14:15:06.730258,Success,2.75,2.75,0.00,1.08,0.20,2.75,2.29,0.46,,,,False,13384,The Protein Ball Co - Peanut Butter,0813047020166,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3923026,1245,
15,[],[],5059689,2023-07-05T14:04:43.578421,Success,2.25,2.25,0.00,0.95,0.20,2.25,1.88,0.38,,,,False,13402,Squirrel Sisters Raw Cacao Brownie Bar,5060453780008,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3922912,1245,
16,[],[],5058975,2023-07-05T13:15:16.335000,Success,1.50,1.50,0.00,0.42,0.20,1.50,1.25,0.25,,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3922299,1245,
17,[],[],5058929,2023-07-05T13:13:23.802731,Success,2.75,2.75,0.00,1.08,0.20,2.75,2.29,0.46,,,,False,13384,The Protein Ball Co - Peanut Butter,0813047020166,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3922261,1245,
18,[],[],5058930,2023-07-05T13:13:23.802731,Success,4.50,4.50,0.00,2.16,0.00,4.50,4.50,0.00,,,,False,13372,Falafel & Hummus Wrap,5060531850128,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3922261,1245,
19,[],[],5058931,2023-07-05T13:13:23.802731,Success,2.90,2.90,0.00,1.88,0.20,2.90,2.42,0.48,,,,False,13393,Medahuman Glow Drink,5060702560085,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3922261,1245,
20,[],[],5058818,2023-07-05T13:05:55.781320,Success,3.90,3.90,0.00,2.46,0.20,3.90,3.25,0.65,,,,False,13388,MOMO Organic Kombucha - Ginger-Lemon,0604565053725,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3922160,1245,
21,[],[],5058819,2023-07-05T13:05:55.781320,Success,4.99,4.99,0.00,3.00,0.00,4.99,4.99,0.00,,,,False,14272,Antipasti Pesto Pasta Salad,5060531854669,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3922160,1245,
22,[],[],5058820,2023-07-05T13:05:55.781320,Success,2.90,2.90,0.00,1.57,0.20,2.90,2.42,0.48,,,,False,13391,Brite Focus Drink - Pineapple Mango,5060538080009,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3922160,1245,
23,[],[],5058653,2023-07-05T12:56:48.757276,Success,1.50,1.50,0.30,0.42,0.20,1.20,1.00,0.20,KEEPEMFUELLED20,,,False,13395,Diet Coke,5449000053879,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3922016,1245,
24,[],[],5058343,2023-07-05T12:36:01.216413,Success,3.25,3.25,0.00,1.95,0.00,3.25,3.25,0.00,,,,False,13358,Chipotle Corn & Avocado Healthpot,5060531851644,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3921745,1245,
25,[],[],5058329,2023-07-05T12:34:55.535014,Payment Declined,3.25,3.25,0.00,1.95,0.00,3.25,3.25,0.00,,,,False,13358,Chipotle Corn & Avocado Healthpot,5060531851644,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3921733,1245,
26,[],[],5058320,2023-07-05T12:34:36.117894,Payment Declined,3.25,3.25,0.00,1.95,0.00,3.25,3.25,0.00,,,,False,13358,Chipotle Corn & Avocado Healthpot,5060531851644,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3921726,1245,
27,[],[],5057524,2023-07-05T11:46:36.814951,Success,6.20,6.20,0.00,3.29,0.00,6.20,6.20,0.00,,,,False,13377,Spinach & Paneer Curry Hotpot,5060531851934,1664,Martee Micromarket 001,1066.0,Banner 20% off,Express Way - Greenwich (Reception),3921072,1245,
